"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
-1.60402317324789,-1.60402317324789,-1.76946929609215,-1.39998062023729,-2.74194209296425,-1.66991367441917,-1.66991367441917,-1.66991367441917,-1.53792351805287,-1.79631981260315,-1.30963254983012,-1.30963254983012,-2.00681266844107,-2.00681266844107,-2.45007809457672,-2.34237091035566,-3.63212257598158,-3.63212257598158,-2.42279521947051,-2.42279521947051
-1.60402317324789,-1.60402317324789,-1.76946929609215,-1.39998062023729,-2.74194209296425,-1.66991367441917,-1.66991367441917,-1.66991367441917,-1.53792351805287,-1.79631981260315,-1.30963254983012,-1.30963254983012,-2.00681266844107,-2.00681266844107,-2.45007809457672,-2.34237091035566,-2.45007809457672,-3.63212257598158,-2.42279521947051,-2.42279521947051
-1.60402317324789,-1.60402317324789,-1.76946929609215,-1.39998062023729,-2.74194209296425,-1.66991367441917,-1.66991367441917,-1.66991367441917,-1.53792351805287,-1.79631981260315,-1.30963254983012,-1.30963254983012,-2.00681266844107,-2.00681266844107,-2.45007809457672,-2.34237091035566,-2.45007809457672,-3.63212257598158,-2.42279521947051,-2.42279521947051
-1.76946929609215,-1.60402317324789,-1.76946929609215,-1.39998062023729,-2.74194209296425,-1.66991367441917,-1.66991367441917,-1.66991367441917,-1.53792351805287,-1.79631981260315,-1.30963254983012,-1.30963254983012,-2.00681266844107,-2.00681266844107,-2.40263217759305,-2.34237091035566,-2.45007809457672,-2.44681128938722,-2.42279521947051,-2.42279521947051
-1.76946929609215,-1.60402317324789,-1.76946929609215,-1.39998062023729,-2.74194209296425,-1.66991367441917,-1.66991367441917,-1.66991367441917,-1.53792351805287,-1.79631981260315,-1.30963254983012,-1.30963254983012,-2.00681266844107,-2.00681266844107,-2.40263217759305,-2.34237091035566,-2.45007809457672,-2.44681128938722,-2.44681128938722,-2.42279521947051
-1.76946929609215,-1.60402317324789,-1.76946929609215,-1.39998062023729,-2.74194209296425,-1.66991367441917,-1.66991367441917,-1.66991367441917,-1.53792351805287,-1.79631981260315,-1.30963254983012,-1.30963254983012,-0.840147934773736,-2.00681266844107,-2.40263217759305,-2.34237091035566,-2.45007809457672,-2.44681128938722,-2.44681128938722,-2.42279521947051
-1.76946929609215,-1.76946929609215,-1.76946929609215,-1.32780441127229,-2.74194209296425,-1.66991367441917,-1.66991367441917,-1.53792351805287,-1.53792351805287,-1.79631981260315,-1.09747902050701,-1.30963254983012,-0.840147934773736,-1.92448419704187,-2.40263217759305,-2.45007809457672,-2.45007809457672,-2.44681128938722,-2.44681128938722,-2.42279521947051
-1.76946929609215,-1.76946929609215,-1.54095408789487,-1.32780441127229,-2.2619567921943,-1.39998062023729,-1.53792351805287,-1.53792351805287,-1.53792351805287,-1.79631981260315,-1.09747902050701,-1.30963254983012,-0.840147934773736,-1.92448419704187,-1.05833338681028,-2.45007809457672,-2.45007809457672,-2.44681128938722,-2.44681128938722,-2.42279521947051
-1.76946929609215,-1.76946929609215,-1.54095408789487,-1.32780441127229,-2.2619567921943,-1.39998062023729,-1.53792351805287,-1.53792351805287,-1.53792351805287,-1.57780432196948,-1.09747902050701,-1.30963254983012,-0.840147934773736,-1.92448419704187,-1.05833338681028,-2.45007809457672,-2.45007809457672,-2.44681128938722,-2.44681128938722,-2.42279521947051
-1.76946929609215,-1.76946929609215,-1.54095408789487,-1.32780441127229,-2.2619567921943,-1.18989090471732,-1.53792351805287,-1.53792351805287,-1.57780432196948,-1.57780432196948,-1.09747902050701,-1.09747902050701,-0.840147934773736,-1.92448419704187,-1.05833338681028,-2.45007809457672,-2.47607548285128,-2.44681128938722,-2.44681128938722,-2.42279521947051
-2.10192620470965,-1.76946929609215,-1.54095408789487,-1.54095408789487,-2.2619567921943,-1.18989090471732,-1.53792351805287,-1.53792351805287,-1.57780432196948,-1.57780432196948,-1.09747902050701,-1.09747902050701,-0.840147934773736,-1.92448419704187,-1.05833338681028,-2.45007809457672,-2.47607548285128,-2.44681128938722,-2.44681128938722,-1.67346288240293
