"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
-0.606241570205297,-0.727390721996853,-0.727390721996853,-0.14186483735144,-0.261483579883065,-0.261483579883065,-0.261483579883065,-0.0156643425155655,-0.392110296152976,-0.0586515963929131,-0.38910520617657,-0.107272595708861,-0.620402508775029,-1.09322792385453,-1.11081040073938,-1.27182511179373,-1.02036035591722,-0.288375620066995,-0.288375620066995,-0.0758522853114049
-0.606241570205297,-0.727390721996853,-0.727390721996853,-0.14186483735144,-0.261483579883065,-0.261483579883065,-0.261483579883065,-0.0156643425155655,-0.392110296152976,-0.0586515963929131,-0.38910520617657,-0.107272595708861,-0.620402508775029,-1.09322792385453,-1.11081040073938,-1.27182511179373,-1.02036035591722,-0.288375620066995,-0.288375620066995,-0.0758522853114049
-0.606241570205297,-0.727390721996853,-0.727390721996853,-0.727390721996853,-0.261483579883065,-0.261483579883065,-0.261483579883065,-0.0156643425155655,-0.392110296152976,-0.0586515963929131,-0.38910520617657,-0.107272595708861,-0.620402508775029,-1.09322792385453,-1.11081040073938,-1.27182511179373,-1.02036035591722,-0.288375620066995,-0.288375620066995,-1.04981638523395
-0.606241570205297,-0.727390721996853,-0.727390721996853,-0.727390721996853,-0.261483579883065,-0.261483579883065,-0.261483579883065,-0.0156643425155655,-0.392110296152976,-0.0586515963929131,-0.38910520617657,-0.107272595708861,-0.620402508775029,-1.09322792385453,-1.11081040073938,-1.27182511179373,-1.02036035591722,-0.288375620066995,-0.288375620066995,-1.04981638523395
-0.606241570205297,-0.727390721996853,-0.727390721996853,-0.727390721996853,-0.261483579883065,-0.261483579883065,-0.261483579883065,-0.0156643425155655,-0.392110296152976,-0.0586515963929131,-0.38910520617657,-0.107272595708861,-0.620402508775029,-1.09322792385453,-1.11081040073938,-1.27182511179373,-1.02036035591722,-0.288375620066995,-0.288375620066995,-1.04981638523395
-0.606241570205297,-0.727390721996853,-0.727390721996853,-0.727390721996853,-0.261483579883065,-0.261483579883065,-0.261483579883065,-0.0156643425155655,-0.392110296152976,-0.392110296152976,-0.38910520617657,-0.620402508775029,-0.620402508775029,-1.09322792385453,-1.11081040073938,-1.11081040073938,-1.02036035591722,-0.288375620066995,-0.288375620066995,-1.04981638523395
-0.606241570205297,-0.727390721996853,-0.727390721996853,-0.727390721996853,-0.261483579883065,-0.261483579883065,-0.261483579883065,-0.0156643425155655,-0.392110296152976,-0.392110296152976,-0.38910520617657,-0.620402508775029,-0.620402508775029,-1.09322792385453,-1.11081040073938,-1.11081040073938,-1.02036035591722,-0.288375620066995,-0.288375620066995,-1.04981638523395
-0.606241570205297,-0.727390721996853,-0.727390721996853,-0.727390721996853,-0.261483579883065,-0.261483579883065,-0.261483579883065,-0.0156643425155655,-0.392110296152976,-0.392110296152976,-0.38910520617657,-0.620402508775029,-0.620402508775029,-1.09322792385453,-1.11081040073938,-1.11081040073938,-1.27182511179373,-0.288375620066995,-0.288375620066995,-1.04981638523395
-0.606241570205297,-1.03881703601279,-0.727390721996853,-0.727390721996853,-0.261483579883065,-0.261483579883065,-0.261483579883065,-0.0156643425155655,-0.392110296152976,-0.392110296152976,-0.38910520617657,-0.472304522879719,-1.05810707813978,-1.09322792385453,-1.11081040073938,-1.48835975377212,-1.27182511179373,-1.02093978264066,-0.288375620066995,-1.04981638523395
-0.727390721996853,-1.03881703601279,-1.03881703601279,-0.727390721996853,-0.261483579883065,-0.261483579883065,-0.261483579883065,-0.0156643425155655,-0.392110296152976,-0.392110296152976,-0.38910520617657,-0.472304522879719,-1.05810707813978,-1.09322792385453,-1.11081040073938,-1.48835975377212,-1.27182511179373,-1.02093978264066,-1.02093978264066,-1.04981638523395
-0.727390721996853,-1.03881703601279,-1.03881703601279,-0.727390721996853,-0.261483579883065,-0.261483579883065,-0.261483579883065,-0.0156643425155655,-0.392110296152976,-0.392110296152976,-0.38910520617657,-0.472304522879719,-1.05810707813978,-1.11081040073938,-1.11081040073938,-1.48835975377212,-1.27182511179373,-1.02093978264066,-1.02093978264066,-1.04981638523395
-0.727390721996853,-1.03881703601279,-1.03881703601279,-0.727390721996853,-0.261483579883065,-0.423800523061051,-0.261483579883065,-0.0156643425155655,-0.462139827782706,-0.392110296152976,-0.472304522879719,-0.472304522879719,-1.05810707813978,-1.11081040073938,-0.912207701529135,-1.48835975377212,-1.27182511179373,-1.02093978264066,-1.02093978264066,-1.04981638523395
-0.727390721996853,-1.03881703601279,-1.03881703601279,-1.03881703601279,-0.261483579883065,-0.423800523061051,-0.261483579883065,-0.0156643425155655,-0.462139827782706,-0.392110296152976,-0.472304522879719,-0.472304522879719,-1.05810707813978,-1.11081040073938,-0.912207701529135,-1.48835975377212,-1.27182511179373,-1.02093978264066,-1.02093978264066,-1.04981638523395
-0.727390721996853,-1.03881703601279,-1.03881703601279,-1.03881703601279,-1.01566099237946,-0.423800523061051,-0.580792146369488,-0.0156643425155655,-0.462139827782706,-0.392110296152976,-0.472304522879719,-0.472304522879719,-1.05810707813978,-1.11081040073938,-0.912207701529135,-1.48835975377212,-1.27182511179373,-1.02093978264066,-1.02093978264066,-1.04981638523395
-0.727390721996853,-1.12128113676145,-1.03881703601279,-1.03881703601279,-1.01566099237946,-0.423800523061051,-0.580792146369488,-0.0156643425155655,-0.462139827782706,-0.392110296152976,-0.472304522879719,-0.472304522879719,-1.05810707813978,-1.11081040073938,-0.912207701529135,-1.48835975377212,-1.48835975377212,-1.02093978264066,-1.02093978264066,-1.04981638523395
